0,3,1,1,31
1,3,1,1,20
2,3,1,1,21
3,3,1,1,7
4,3,1,1,7
5,3,1,1,12
6,3,1,1,5
7,3,1,1,11
8,3,1,1,10
9,3,1,1,12
10,3,1,1,5
11,3,1,1,12
12,3,1,1,9
13,3,1,1,10
14,3,1,1,24
15,3,1,1,26
16,3,1,1,20
17,3,1,1,21
18,3,1,1,27
19,3,1,1,33
20,3,1,1,17
21,3,1,1,19
22,3,1,1,22
23,3,1,1,20
0,4,1,1,35
1,4,1,1,26
2,4,1,1,27
3,4,1,1,25
4,4,1,1,15
5,4,1,1,13
6,4,1,1,31
7,4,1,1,22
8,4,1,1,24
9,4,1,1,14
10,4,1,1,17
11,4,1,1,12
12,4,1,1,20
13,4,1,1,29
14,4,1,1,19
15,4,1,1,13
16,4,1,1,21
17,4,1,1,23
18,4,1,1,24
19,4,1,1,16
20,4,1,1,22
21,4,1,1,20
22,4,1,1,20
23,4,1,1,16
0,4,2,1,19
1,4,2,1,21
2,4,2,1,21
3,4,2,1,23
4,4,2,1,22
5,4,2,1,29
6,4,2,1,38
7,4,2,1,40
8,4,2,1,70
9,4,2,1,106
10,4,2,1,177
11,4,2,1,198
12,4,2,1,205
13,4,2,1,186
14,4,2,1,233
15,4,2,1,233
16,4,2,1,242
17,4,2,1,245
18,4,2,1,199
19,4,2,1,219
20,4,2,1,163
21,4,2,1,122
22,4,2,1,86
23,4,2,1,83
0,5,2,1,16
1,5,2,1,16
2,5,2,1,25
3,5,2,1,23
4,5,2,1,26
5,5,2,1,21
6,5,2,1,37
7,5,2,1,23
8,5,2,1,76
9,5,2,1,102
10,5,2,1,142
11,5,2,1,156
12,5,2,1,160
13,5,2,1,155
14,5,2,1,186
15,5,2,1,195
16,5,2,1,191
17,5,2,1,217
18,5,2,1,167
19,5,2,1,148
20,5,2,1,105
21,5,2,1,80
22,5,2,1,69
23,5,2,1,46
0,5,3,1,62
1,5,3,1,85
2,5,3,1,50
3,5,3,1,46
4,5,3,1,39
5,5,3,1,47
6,5,3,1,52
7,5,3,1,35
8,5,3,1,45
9,5,3,1,40
10,5,3,1,50
11,5,3,1,56
12,5,3,1,33
13,5,3,1,63
14,5,3,1,73
15,5,3,1,63
16,5,3,1,104
17,5,3,1,107
18,5,3,1,104
19,5,3,1,88
20,5,3,1,84
21,5,3,1,74
22,5,3,1,81
23,5,3,1,54
0,6,3,1,51
1,6,3,1,43
2,6,3,1,39
3,6,3,1,38
4,6,3,1,40
5,6,3,1,41
6,6,3,1,53
7,6,3,1,43
8,6,3,1,54
9,6,3,1,93
10,6,3,1,89
11,6,3,1,74
12,6,3,1,100
13,6,3,1,107
14,6,3,1,103
15,6,3,1,67
16,6,3,1,68
17,6,3,1,61
18,6,3,1,47
19,6,3,1,53
20,6,3,1,43
21,6,3,1,38
22,6,3,1,28
23,6,3,1,24
0,6,4,1,50
1,6,4,1,47
2,6,4,1,25
3,6,4,1,45
4,6,4,1,34
5,6,4,1,34
6,6,4,1,41
7,6,4,1,47
8,6,4,1,48
9,6,4,1,58
10,6,4,1,114
11,6,4,1,104
12,6,4,1,134
13,6,4,1,120
14,6,4,1,113
15,6,4,1,94
16,6,4,1,78
17,6,4,1,120
18,6,4,1,93
19,6,4,1,92
20,6,4,1,54
21,6,4,1,58
22,6,4,1,63
23,6,4,1,39
0,0,4,1,23
1,0,4,1,31
2,0,4,1,17
3,0,4,1,17
4,0,4,1,14
5,0,4,1,7
6,0,4,1,13
7,0,4,1,19
8,0,4,1,8
9,0,4,1,15
10,0,4,1,21
11,0,4,1,12
12,0,4,1,20
13,0,4,1,24
14,0,4,1,31
15,0,4,1,22
16,0,4,1,31
17,0,4,1,23
18,0,4,1,26
19,0,4,1,26
20,0,4,1,36
21,0,4,1,39
22,0,4,1,27
23,0,4,1,33
0,0,5,1,32
1,0,5,1,22
2,0,5,1,15
3,0,5,1,26
4,0,5,1,15
5,0,5,1,14
6,0,5,1,17
7,0,5,1,17
8,0,5,1,14
9,0,5,1,19
10,0,5,1,20
11,0,5,1,22
12,0,5,1,25
13,0,5,1,34
14,0,5,1,34
15,0,5,1,35
16,0,5,1,44
17,0,5,1,44
18,0,5,1,39
19,0,5,1,43
20,0,5,1,33
21,0,5,1,31
22,0,5,1,35
23,0,5,1,36
0,1,5,2,30
1,1,5,2,25
2,1,5,2,25
3,1,5,2,27
4,1,5,2,28
5,1,5,2,35
6,1,5,2,27
7,1,5,2,56
8,1,5,2,90
9,1,5,2,131
10,1,5,2,137
11,1,5,2,222
12,1,5,2,180
13,1,5,2,174
14,1,5,2,214
15,1,5,2,284
16,1,5,2,271
17,1,5,2,235
18,1,5,2,242
19,1,5,2,236
20,1,5,2,179
21,1,5,2,131
22,1,5,2,77
23,1,5,2,76
0,1,6,2,28
1,1,6,2,27
2,1,6,2,32
3,1,6,2,20
4,1,6,2,24
5,1,6,2,28
6,1,6,2,34
7,1,6,2,48
8,1,6,2,87
9,1,6,2,120
10,1,6,2,152
11,1,6,2,189
12,1,6,2,189
13,1,6,2,170
14,1,6,2,210
15,1,6,2,280
16,1,6,2,234
17,1,6,2,245
18,1,6,2,211
19,1,6,2,231
20,1,6,2,121
21,1,6,2,170
22,1,6,2,129
23,1,6,2,141
0,2,6,2,87
1,2,6,2,71
2,2,6,2,55
3,2,6,2,41
4,2,6,2,59
